,email_contacts,follower_count,get_directions_clicks,impressions,phone_call_clicks,profile_views,reach,text_message_clicks,website_clicks
2018-11-06 08:00:00+00:00,0,15,0,85,0,19,52,0,1
2018-11-07 08:00:00+00:00,0,8,0,1136,0,7,929,0,0
2018-11-08 08:00:00+00:00,0,8,0,2150,0,15,909,0,3
2018-11-09 08:00:00+00:00,0,111,0,1269,0,17,435,0,7
2018-11-10 08:00:00+00:00,0,17,0,984,0,30,575,0,6
2018-11-11 08:00:00+00:00,0,135,1,1195,0,52,681,0,2
2018-11-12 08:00:00+00:00,0,30,0,1736,0,77,825,0,3
2018-11-13 08:00:00+00:00,0,167,0,1219,0,134,543,0,9
2018-11-14 08:00:00+00:00,0,29,0,1197,0,66,764,0,4
2018-11-15 08:00:00+00:00,0,33,0,770,0,62,508,0,3
2018-11-16 08:00:00+00:00,0,149,0,823,0,44,527,0,1
2018-11-17 08:00:00+00:00,0,124,0,609,0,39,367,0,2
2018-11-18 08:00:00+00:00,0,34,0,893,0,59,465,0,1
2018-11-19 08:00:00+00:00,0,119,0,335,0,44,209,0,0
2018-11-20 08:00:00+00:00,0,25,0,969,0,67,740,0,9
2018-11-21 08:00:00+00:00,0,176,0,1295,0,53,766,0,5
2018-11-22 08:00:00+00:00,0,149,0,971,0,61,642,0,1
2018-11-23 08:00:00+00:00,0,146,0,466,0,45,366,0,1
2018-11-24 08:00:00+00:00,0,16,0,768,0,26,575,0,2
2018-11-25 08:00:00+00:00,0,16,0,936,0,28,654,0,2
2018-11-26 08:00:00+00:00,0,191,0,501,0,87,362,0,0
2018-11-27 08:00:00+00:00,0,247,0,315,0,60,163,0,0
2018-11-28 08:00:00+00:00,0,252,0,728,0,50,408,0,0
2018-11-29 08:00:00+00:00,0,288,0,547,0,54,320,0,0
2018-11-30 08:00:00+00:00,0,20,0,192,0,34,122,0,0
2018-12-01 08:00:00+00:00,0,36,0,1268,0,72,883,0,3
2018-12-02 08:00:00+00:00,0,26,6,1500,0,133,943,0,4
2018-12-03 08:00:00+00:00,0,18,0,1208,0,57,682,0,10
2018-12-04 08:00:00+00:00,0,14,0,554,0,40,309,0,0
2018-12-05 08:00:00+00:00,0,21,0,1440,0,37,1155,0,2
2018-12-06 08:00:00+00:00,0,14,0,1338,0,46,979,0,0
2018-12-07 08:00:00+00:00,0,17,0,502,0,31,378,0,0
2018-12-08 08:00:00+00:00,0,18,0,1663,0,51,1019,0,2
2018-12-09 08:00:00+00:00,0,51,3,3068,0,371,1643,0,49
2018-12-10 08:00:00+00:00,0,28,0,2118,0,165,1416,0,17
2018-12-11 08:00:00+00:00,0,11,0,828,0,46,580,0,2
2018-12-12 08:00:00+00:00,0,18,0,1872,0,56,1355,0,1
2018-12-13 08:00:00+00:00,0,21,0,231,0,48,176,0,0
2018-12-14 08:00:00+00:00,0,52,0,877,0,223,485,0,14
2018-12-15 08:00:00+00:00,0,44,1,870,0,240,509,0,4
2018-12-16 08:00:00+00:00,0,51,1,1113,0,141,543,0,2
2018-12-17 08:00:00+00:00,0,39,0,365,0,105,258,0,0
2018-12-18 08:00:00+00:00,0,31,0,1397,0,103,967,0,6
2018-12-19 08:00:00+00:00,1,32,0,1187,0,168,759,0,4
2018-12-20 08:00:00+00:00,0,25,0,1569,0,95,1019,0,4
2018-12-21 08:00:00+00:00,0,31,0,1365,0,85,889,0,6
2018-12-22 08:00:00+00:00,0,32,0,581,0,93,431,0,4
2018-12-23 08:00:00+00:00,0,28,0,1861,0,96,1299,0,2
2018-12-24 08:00:00+00:00,0,18,0,571,0,68,428,0,1
2018-12-25 08:00:00+00:00,0,24,0,246,0,243,118,0,1
2018-12-26 08:00:00+00:00,0,23,0,1556,1,114,1211,0,2
2018-12-27 08:00:00+00:00,0,41,0,549,0,118,398,0,3
2018-12-28 08:00:00+00:00,0,25,0,1265,1,92,864,0,3
2018-12-29 08:00:00+00:00,0,53,1,465,1,140,228,0,16
2018-12-30 08:00:00+00:00,0,60,2,1457,0,251,540,0,18
2018-12-31 08:00:00+00:00,0,33,0,1353,1,124,613,0,7
2019-01-01 08:00:00+00:00,0,27,0,791,0,104,440,0,3
2019-01-02 08:00:00+00:00,0,41,0,290,0,121,132,0,6
2019-01-03 08:00:00+00:00,0,36,0,79,0,79,43,0,2
2019-01-04 08:00:00+00:00,0,26,0,746,0,98,522,0,1
2019-01-05 08:00:00+00:00,0,40,0,654,0,86,360,0,0
2019-01-06 08:00:00+00:00,0,34,0,1099,0,124,762,0,1
2019-01-07 08:00:00+00:00,0,28,0,364,0,108,212,0,3
2019-01-08 08:00:00+00:00,0,18,0,110,0,58,74,0,0
2019-01-09 08:00:00+00:00,1,25,0,2144,0,70,1177,0,6
2019-01-10 08:00:00+00:00,0,38,0,1121,0,90,686,0,3
2019-01-11 08:00:00+00:00,0,37,0,210,0,55,135,0,3
2019-01-12 08:00:00+00:00,0,27,0,69,0,61,39,0,0
2019-01-13 08:00:00+00:00,0,18,0,127,0,78,48,0,5
2019-01-14 08:00:00+00:00,0,25,0,787,0,93,444,0,8
2019-01-15 08:00:00+00:00,0,28,0,886,0,78,603,0,7
2019-01-16 08:00:00+00:00,0,30,0,1055,0,75,753,0,1
2019-01-17 08:00:00+00:00,0,29,0,668,0,68,348,0,5
2019-01-18 08:00:00+00:00,0,30,0,394,0,61,157,0,1
2019-01-19 08:00:00+00:00,0,19,0,71,0,40,42,0,0
2019-01-20 08:00:00+00:00,0,13,0,1738,0,36,1318,0,3
2019-01-21 08:00:00+00:00,0,11,0,429,0,32,326,0,1
2019-01-22 08:00:00+00:00,0,10,0,1467,0,38,710,0,1
2019-01-23 08:00:00+00:00,0,5,0,547,0,15,313,0,1
2019-01-24 08:00:00+00:00,0,6,0,510,0,30,396,0,2
2019-01-25 08:00:00+00:00,0,4,0,268,0,26,209,0,0
2019-01-26 08:00:00+00:00,0,17,0,141,0,18,99,0,0
2019-01-27 08:00:00+00:00,0,16,0,645,0,29,210,0,0
2019-01-28 08:00:00+00:00,0,5,0,2179,0,31,1510,0,1
2019-01-29 08:00:00+00:00,0,8,0,1699,0,21,1207,0,0
2019-01-30 08:00:00+00:00,0,9,0,582,0,40,398,0,0
2019-01-31 08:00:00+00:00,0,10,0,1309,0,41,876,0,5
2019-02-01 08:00:00+00:00,0,3,0,875,0,15,517,0,1
2019-02-02 08:00:00+00:00,0,10,0,986,0,44,535,0,2
2019-02-03 08:00:00+00:00,0,10,0,1382,0,49,823,0,0
2019-02-04 08:00:00+00:00,0,14,0,369,0,16,251,0,0
2019-02-05 08:00:00+00:00,0,20,0,126,0,49,75,0,2
2019-02-06 08:00:00+00:00,0,84,0,1055,0,94,753,0,3
2019-02-07 08:00:00+00:00,0,70,0,1169,1,55,773,0,11
2019-02-08 08:00:00+00:00,0,128,0,514,0,60,340,0,4
2019-02-09 08:00:00+00:00,0,108,0,1302,0,84,731,0,2
2019-02-10 08:00:00+00:00,0,44,0,1956,0,77,1414,0,5
2019-02-11 08:00:00+00:00,0,227,0,985,0,69,660,0,13
2019-02-12 08:00:00+00:00,0,203,0,441,0,125,273,0,2
2019-02-13 08:00:00+00:00,1,872,30,12738,3,6338,3439,0,2298
2019-02-14 08:00:00+00:00,0,806,25,14327,0,4945,3854,0,1754
2019-02-15 08:00:00+00:00,0,40,0,2360,0,142,795,0,33
2019-02-16 08:00:00+00:00,0,48,1,7926,0,179,2587,0,28
2019-02-17 08:00:00+00:00,0,74,1,4695,0,155,2249,0,44
2019-02-18 08:00:00+00:00,0,81,0,5119,0,111,2867,0,19
2019-02-19 08:00:00+00:00,0,21,0,782,0,81,508,0,10
2019-02-20 08:00:00+00:00,0,15,0,1549,0,59,703,0,3
2019-02-21 08:00:00+00:00,0,21,0,728,0,42,402,0,4
2019-02-22 08:00:00+00:00,0,34,0,2224,0,92,1253,0,7
2019-02-23 08:00:00+00:00,0,69,0,2777,0,73,1552,0,12
2019-02-24 08:00:00+00:00,0,37,0,2085,0,50,1273,0,8
2019-02-25 08:00:00+00:00,0,20,1,1967,0,74,1286,0,3
2019-02-26 08:00:00+00:00,0,16,0,2325,0,99,1231,0,6
2019-02-27 08:00:00+00:00,0,16,1,1019,0,32,720,0,3
2019-02-28 08:00:00+00:00,0,20,0,330,0,63,217,0,0
2019-03-01 08:00:00+00:00,0,25,1,2421,0,109,1818,0,12
2019-03-02 08:00:00+00:00,0,12,0,909,0,39,713,0,8
2019-03-03 08:00:00+00:00,0,7,0,6455,0,49,1732,0,3
2019-03-04 08:00:00+00:00,0,23,1,5617,0,84,918,0,2
2019-03-05 08:00:00+00:00,0,13,0,3525,0,35,1044,0,1
2019-03-06 08:00:00+00:00,0,12,0,1215,0,70,816,0,0
2019-03-07 08:00:00+00:00,0,16,0,372,0,98,187,0,2
2019-03-08 08:00:00+00:00,1,11,1,1792,0,31,1044,0,1
2019-03-09 08:00:00+00:00,0,19,0,812,0,98,451,0,3
2019-03-10 08:00:00+00:00,0,17,1,1499,0,65,1068,0,2
2019-03-11 07:00:00+00:00,0,3,1,3090,0,54,2144,0,6
2019-03-12 07:00:00+00:00,0,20,1,2595,0,61,1522,0,3
2019-03-13 07:00:00+00:00,0,14,0,915,0,51,529,0,3
2019-03-14 07:00:00+00:00,0,10,0,977,0,26,620,0,1
2019-03-15 07:00:00+00:00,0,10,0,574,0,36,314,0,4
2019-03-16 07:00:00+00:00,0,14,0,1431,0,56,904,0,2
2019-03-17 07:00:00+00:00,0,8,0,437,0,30,343,0,1
2019-03-18 07:00:00+00:00,0,19,0,2693,0,79,1897,0,7
2019-03-19 07:00:00+00:00,0,16,0,1013,0,48,767,0,1
2019-03-20 07:00:00+00:00,0,11,0,1615,0,20,998,0,1
2019-03-21 07:00:00+00:00,1,16,0,428,0,54,286,0,0
2019-03-22 07:00:00+00:00,0,25,1,387,0,60,201,0,1
2019-03-23 07:00:00+00:00,0,15,0,1600,0,30,1014,0,2
2019-03-24 07:00:00+00:00,0,20,0,650,0,47,465,0,1
2019-03-25 07:00:00+00:00,0,19,0,227,0,51,172,0,0
2019-03-26 07:00:00+00:00,1,19,0,1583,0,36,679,0,3
2019-03-27 07:00:00+00:00,0,19,0,564,0,21,354,0,1
2019-03-28 07:00:00+00:00,0,6,0,1779,0,24,1295,0,0
2019-03-29 07:00:00+00:00,0,3,0,1640,0,10,958,0,1
2019-03-30 07:00:00+00:00,0,14,0,630,0,20,359,0,0
2019-03-31 07:00:00+00:00,0,13,0,1475,0,32,1166,0,3
2019-04-01 07:00:00+00:00,0,14,0,559,0,71,470,0,5
2019-04-02 07:00:00+00:00,0,15,0,1208,0,48,915,0,2
2019-04-03 07:00:00+00:00,0,16,0,560,0,21,448,0,0
2019-04-04 07:00:00+00:00,0,13,0,1240,0,20,1016,0,1
2019-04-05 07:00:00+00:00,0,12,0,778,0,19,664,0,0
2019-04-06 07:00:00+00:00,0,7,0,501,0,16,407,0,1
2019-04-07 07:00:00+00:00,0,7,0,101,0,14,76,0,0
2019-04-08 07:00:00+00:00,0,9,0,190,0,22,97,0,1
2019-04-09 07:00:00+00:00,0,11,0,1366,0,25,990,0,1
2019-04-10 07:00:00+00:00,0,6,0,1522,0,30,645,0,2
2019-04-11 07:00:00+00:00,0,17,0,2264,0,37,1162,0,5
2019-04-12 07:00:00+00:00,0,9,0,3871,0,39,2294,0,2
2019-04-13 07:00:00+00:00,0,10,0,1002,0,14,647,0,0
2019-04-14 07:00:00+00:00,0,14,0,242,0,28,135,0,2
2019-04-15 07:00:00+00:00,0,8,0,2486,0,17,2057,0,1
2019-04-16 07:00:00+00:00,0,10,0,1015,0,15,869,0,0
2019-04-17 07:00:00+00:00,0,9,1,2058,0,32,1448,0,3
2019-04-18 07:00:00+00:00,0,12,0,1986,0,26,1240,0,2
2019-04-19 07:00:00+00:00,0,10,0,544,0,23,374,0,0
2019-04-20 07:00:00+00:00,0,20,0,1650,0,47,1096,0,0
2019-04-21 07:00:00+00:00,0,8,0,536,0,26,444,0,1
2019-04-22 07:00:00+00:00,0,11,0,890,0,20,665,0,0
2019-04-23 07:00:00+00:00,0,6,0,1308,0,22,921,0,2
2019-04-24 07:00:00+00:00,0,11,0,1438,0,21,1019,0,4
2019-04-25 07:00:00+00:00,0,11,0,1042,0,20,872,0,0
2019-04-26 07:00:00+00:00,0,32,1,3342,0,117,2619,0,6
2019-04-27 07:00:00+00:00,0,10,0,858,0,45,414,0,2
2019-04-28 07:00:00+00:00,0,12,0,327,0,30,218,0,2
2019-04-29 07:00:00+00:00,0,21,0,1290,0,27,852,0,4
2019-04-30 07:00:00+00:00,0,15,0,1695,0,31,1014,0,2
2019-05-01 07:00:00+00:00,0,7,0,410,0,20,303,0,0
2019-05-02 07:00:00+00:00,0,10,0,1319,0,32,996,0,7
2019-05-03 07:00:00+00:00,0,4,1,329,0,21,269,0,1
2019-05-04 07:00:00+00:00,0,10,0,1107,0,19,460,0,1
2019-05-05 07:00:00+00:00,0,10,1,1754,0,33,1053,0,7
2019-05-06 07:00:00+00:00,0,7,0,1471,0,31,936,0,1
2019-05-07 07:00:00+00:00,1,8,0,1978,0,22,1018,0,0
2019-05-08 07:00:00+00:00,0,6,0,882,0,16,546,0,2
2019-05-09 07:00:00+00:00,0,7,0,313,0,14,216,0,0
2019-05-10 07:00:00+00:00,0,6,0,154,0,10,110,0,1
2019-05-11 07:00:00+00:00,0,4,0,1161,0,16,861,0,1
2019-05-12 07:00:00+00:00,0,12,0,1332,0,16,1016,0,0
2019-05-13 07:00:00+00:00,0,12,1,1518,0,8,950,0,0
2019-05-14 07:00:00+00:00,0,6,0,759,0,12,521,0,0
2019-05-15 07:00:00+00:00,0,8,0,120,0,7,103,0,4
2019-05-16 07:00:00+00:00,0,11,0,470,0,19,335,0,1
2019-05-17 07:00:00+00:00,0,7,0,201,0,15,153,0,1
2019-05-18 07:00:00+00:00,0,8,0,95,0,7,73,0,0
2019-05-19 07:00:00+00:00,0,10,2,978,0,15,724,0,5
2019-05-20 07:00:00+00:00,0,8,0,1724,0,19,1203,0,2
2019-05-21 07:00:00+00:00,0,13,0,418,0,11,334,0,0
2019-05-22 07:00:00+00:00,0,7,0,603,0,10,333,0,0
2019-05-23 07:00:00+00:00,0,7,0,360,0,6,222,0,0
2019-05-24 07:00:00+00:00,0,7,0,155,1,9,104,0,0
2019-05-25 07:00:00+00:00,0,4,0,800,0,13,567,0,2
2019-05-26 07:00:00+00:00,0,13,0,430,0,7,349,0,0
2019-05-27 07:00:00+00:00,0,11,0,1065,0,14,741,0,0
2019-05-28 07:00:00+00:00,0,17,0,1184,0,11,601,0,1
2019-05-29 07:00:00+00:00,0,11,0,1340,0,17,408,0,0
2019-05-30 07:00:00+00:00,0,6,0,173,0,10,97,0,0
2019-05-31 07:00:00+00:00,0,7,0,684,0,15,407,0,1
2019-06-01 07:00:00+00:00,0,10,0,404,0,12,262,0,0
2019-06-02 07:00:00+00:00,0,14,0,235,0,13,141,0,0
2019-06-03 07:00:00+00:00,1,5,0,849,0,15,463,0,1
2019-06-04 07:00:00+00:00,0,38,2,1715,0,71,797,0,39
2019-06-05 07:00:00+00:00,0,11,0,2437,0,44,1175,0,11
2019-06-06 07:00:00+00:00,0,5,0,3319,0,19,620,0,1
2019-06-07 07:00:00+00:00,0,91,0,1314,0,77,234,0,2
2019-06-08 07:00:00+00:00,0,16,0,126,0,16,64,0,0
2019-06-09 07:00:00+00:00,0,4,0,123,0,9,77,0,0
2019-06-10 07:00:00+00:00,1,11,1,991,0,28,744,0,3
2019-06-11 07:00:00+00:00,0,7,0,1707,0,18,1134,0,0
2019-06-12 07:00:00+00:00,0,3,0,1565,0,15,1033,0,0
2019-06-13 07:00:00+00:00,0,16,1,1526,0,29,1043,0,16
2019-06-14 07:00:00+00:00,0,7,0,1032,0,24,710,0,8
2019-06-15 07:00:00+00:00,0,5,0,1689,0,16,1169,0,2
2019-06-16 07:00:00+00:00,0,21,0,2362,0,60,1524,0,24
2019-06-17 07:00:00+00:00,0,6,2,2203,0,30,1512,0,13
2019-06-18 07:00:00+00:00,0,20,0,1765,0,46,1138,0,7
2019-06-19 07:00:00+00:00,0,6,0,1457,0,30,966,0,1
2019-06-20 07:00:00+00:00,0,21,2,2222,0,91,1303,0,33
2019-06-21 07:00:00+00:00,0,18,0,1665,0,60,1021,0,13
2019-06-22 07:00:00+00:00,0,9,0,2019,0,30,1234,0,3
2019-06-23 07:00:00+00:00,0,8,0,1693,0,18,1103,0,2
2019-06-24 07:00:00+00:00,0,13,0,1736,0,25,1138,0,8
2019-06-25 07:00:00+00:00,0,18,0,1790,0,24,1168,0,3
2019-06-26 07:00:00+00:00,0,11,0,1282,0,19,879,0,1
2019-06-27 07:00:00+00:00,0,4,0,1129,0,12,695,0,2
2019-06-28 07:00:00+00:00,0,11,0,2334,0,21,1438,0,1
2019-06-29 07:00:00+00:00,0,6,0,2064,0,19,1380,0,3
2019-06-30 07:00:00+00:00,0,6,0,1706,0,18,1098,0,1
2019-07-01 07:00:00+00:00,0,7,0,1914,0,31,1266,0,0
2019-07-02 07:00:00+00:00,0,10,0,2369,0,36,1470,0,2
2019-07-03 07:00:00+00:00,0,12,0,2088,0,59,1430,0,2
2019-07-04 07:00:00+00:00,0,31,0,2708,0,75,1240,0,5
2019-07-05 07:00:00+00:00,0,18,0,1790,0,63,854,0,15
2019-07-06 07:00:00+00:00,0,25,0,2401,0,89,1347,0,16
2019-07-07 07:00:00+00:00,0,22,1,2240,0,103,1177,0,9
2019-07-08 07:00:00+00:00,0,10,0,1834,0,59,832,0,2
2019-07-09 07:00:00+00:00,0,15,0,1951,0,43,983,0,4
2019-07-10 07:00:00+00:00,0,32,0,1440,0,69,850,0,5
2019-07-11 07:00:00+00:00,0,34,3,4181,0,194,2366,0,26
2019-07-12 07:00:00+00:00,0,10,0,3526,0,70,1595,0,8
2019-07-13 07:00:00+00:00,0,4,0,2378,0,38,972,0,1
2019-07-14 07:00:00+00:00,0,3,2,2385,0,26,1166,0,15
2019-07-15 07:00:00+00:00,0,3,0,1963,0,24,1114,0,5
2019-07-16 07:00:00+00:00,0,9,0,2277,0,23,945,0,0
2019-07-17 07:00:00+00:00,0,19,0,2146,0,27,920,0,1
2019-07-18 07:00:00+00:00,0,11,0,2365,0,29,1394,0,5
2019-07-19 07:00:00+00:00,0,14,0,1517,0,53,982,0,0
2019-07-20 07:00:00+00:00,0,12,1,2170,0,48,1231,0,9
2019-07-21 07:00:00+00:00,0,6,0,2810,1,38,1547,0,0
2019-07-22 07:00:00+00:00,0,15,0,2155,0,57,1102,0,4
2019-07-23 07:00:00+00:00,0,5,1,2975,0,60,1882,0,5
2019-07-24 07:00:00+00:00,0,12,0,2021,0,32,1328,0,1
2019-07-25 07:00:00+00:00,1,25,0,2127,0,81,822,0,3
2019-07-26 07:00:00+00:00,0,20,0,1408,0,49,803,0,0
2019-07-27 07:00:00+00:00,0,12,0,2636,0,22,1497,0,0
2019-07-28 07:00:00+00:00,0,17,0,2410,0,33,1582,0,3
2019-07-29 07:00:00+00:00,0,17,0,2128,0,27,1231,0,1
2019-07-30 07:00:00+00:00,1,31,0,1773,0,53,1029,0,1
2019-07-31 07:00:00+00:00,0,28,0,1997,0,26,1103,0,10
2019-08-01 07:00:00+00:00,0,31,1,2834,0,54,1732,0,10
2019-08-02 07:00:00+00:00,0,37,0,4464,0,71,1835,0,0
2019-08-03 07:00:00+00:00,0,26,0,4819,0,109,1619,0,0
2019-08-04 07:00:00+00:00,0,26,0,5590,0,86,2431,0,17
2019-08-05 07:00:00+00:00,0,28,0,3234,0,52,2049,0,4
2019-08-06 07:00:00+00:00,0,22,0,1654,0,49,977,0,4
2019-08-07 07:00:00+00:00,0,18,0,1325,0,36,794,0,3
2019-08-08 07:00:00+00:00,0,35,1,2610,0,165,1212,0,7
2019-08-09 07:00:00+00:00,0,28,1,2853,0,69,1545,0,8
2019-08-10 07:00:00+00:00,0,19,0,2275,0,43,1178,0,6
2019-08-11 07:00:00+00:00,0,14,0,3930,0,39,2605,0,1
2019-08-12 07:00:00+00:00,1,29,0,5514,0,104,3054,0,7
2019-08-13 07:00:00+00:00,0,21,0,2116,0,45,1008,0,3
2019-08-14 07:00:00+00:00,0,25,0,1297,0,37,757,0,2
2019-08-15 07:00:00+00:00,0,20,0,1570,0,37,932,0,3
2019-08-16 07:00:00+00:00,0,30,0,2694,0,40,1725,0,0
2019-08-17 07:00:00+00:00,0,15,0,3484,0,39,2135,0,0
2019-08-18 07:00:00+00:00,0,18,0,2585,0,31,1512,0,1
2019-08-19 07:00:00+00:00,0,25,0,2303,0,46,1358,0,25
2019-08-20 07:00:00+00:00,0,19,0,3430,0,44,1221,0,7
2019-08-21 07:00:00+00:00,0,13,0,1773,0,46,831,0,6
2019-08-22 07:00:00+00:00,0,23,0,1748,0,34,1076,0,1
2019-08-23 07:00:00+00:00,0,16,0,2142,0,39,1131,0,5
2019-08-24 07:00:00+00:00,0,16,0,2395,0,36,1221,0,3
2019-08-25 07:00:00+00:00,0,10,0,3622,0,42,2316,0,0
2019-08-26 07:00:00+00:00,1,14,0,3067,0,35,1985,0,0
2019-08-27 07:00:00+00:00,0,16,0,1746,0,23,1063,0,0
2019-08-28 07:00:00+00:00,0,15,0,1961,0,23,901,0,4
2019-08-29 07:00:00+00:00,0,11,0,2814,0,38,1260,0,3
2019-08-30 07:00:00+00:00,0,9,0,1823,0,27,840,0,2
2019-08-31 07:00:00+00:00,0,6,0,1591,0,10,969,0,0
2019-09-01 07:00:00+00:00,0,5,0,1816,0,14,1171,0,0
2019-09-02 07:00:00+00:00,0,26,0,2247,0,62,1316,0,6
2019-09-03 07:00:00+00:00,0,17,0,2462,0,61,1143,0,15
2019-09-04 07:00:00+00:00,0,23,0,2213,0,49,1046,0,3
2019-09-05 07:00:00+00:00,0,29,0,2121,0,51,1117,0,6
2019-09-06 07:00:00+00:00,0,18,0,2783,0,40,1275,0,3
2019-09-07 07:00:00+00:00,0,20,0,3480,0,59,1606,0,1
2019-09-08 07:00:00+00:00,0,17,0,2658,0,57,1584,0,2
2019-09-09 07:00:00+00:00,1,20,0,4197,0,51,2408,0,6
2019-09-10 07:00:00+00:00,0,24,1,2662,0,57,1601,0,3
2019-09-11 07:00:00+00:00,0,18,0,1584,0,31,975,0,0
2019-09-12 07:00:00+00:00,0,24,0,2589,0,70,1221,0,3
2019-09-13 07:00:00+00:00,0,17,0,2147,0,38,1157,0,1
2019-09-14 07:00:00+00:00,0,13,0,1906,0,19,1102,0,1
2019-09-15 07:00:00+00:00,0,10,0,3972,0,36,1925,0,1
2019-09-16 07:00:00+00:00,0,16,0,6979,0,49,3381,0,1
2019-09-17 07:00:00+00:00,0,30,0,8923,0,66,6076,0,2
2019-09-18 07:00:00+00:00,0,30,0,2583,0,42,1314,0,0
2019-09-19 07:00:00+00:00,1,15,0,2550,0,41,1282,0,3
2019-09-20 07:00:00+00:00,0,28,0,3202,0,39,2049,0,2
2019-09-21 07:00:00+00:00,0,17,0,3227,0,49,1943,0,4
2019-09-22 07:00:00+00:00,0,26,0,2799,0,94,1545,0,4
2019-09-23 07:00:00+00:00,0,23,0,3264,0,82,1251,0,5
2019-09-24 07:00:00+00:00,0,21,0,2570,0,65,1716,0,1
2019-09-25 07:00:00+00:00,0,15,0,2395,0,45,1394,0,3
2019-09-26 07:00:00+00:00,0,17,0,2822,0,36,1763,0,1
2019-09-27 07:00:00+00:00,0,12,0,1229,0,14,1011,0,0
2019-09-28 07:00:00+00:00,0,19,0,552,0,22,390,0,0
2019-09-29 07:00:00+00:00,0,16,0,2225,0,35,1372,0,0
2019-09-30 07:00:00+00:00,0,13,1,2685,0,42,1339,0,5
2019-10-01 07:00:00+00:00,1,10,0,2956,0,44,1493,0,8
2019-10-02 07:00:00+00:00,0,23,0,2754,0,55,1770,0,1
2019-10-03 07:00:00+00:00,0,19,0,2985,0,49,1066,0,6
2019-10-04 07:00:00+00:00,0,15,0,1204,0,14,525,0,5
2019-10-05 07:00:00+00:00,0,23,1,775,0,37,509,0,12
2019-10-06 07:00:00+00:00,0,11,0,2621,0,22,1825,0,4
2019-10-07 07:00:00+00:00,0,19,0,1492,0,22,1105,0,4
2019-10-08 07:00:00+00:00,0,16,0,1836,0,41,915,0,6
2019-10-09 07:00:00+00:00,0,21,0,2637,0,84,931,0,1
2019-10-10 07:00:00+00:00,0,17,0,2237,0,66,1200,0,9
2019-10-11 07:00:00+00:00,0,13,0,2991,0,29,1923,0,0
2019-10-12 07:00:00+00:00,0,16,0,1571,0,36,1178,0,0
2019-10-13 07:00:00+00:00,0,12,0,6205,0,60,4399,0,2
2019-10-14 07:00:00+00:00,0,19,0,1811,0,58,1606,0,2
2019-10-15 07:00:00+00:00,0,15,1,2444,0,65,1024,0,5
2019-10-16 07:00:00+00:00,0,12,0,815,0,35,344,0,2
2019-10-17 07:00:00+00:00,0,11,0,1157,0,50,672,0,3
2019-10-18 07:00:00+00:00,0,11,0,2251,0,46,1063,0,4
2019-10-19 07:00:00+00:00,0,10,0,843,0,25,550,0,9
2019-10-20 07:00:00+00:00,0,14,0,248,0,25,160,0,0
2019-10-21 07:00:00+00:00,0,6,0,112,0,30,69,0,0
2019-10-22 07:00:00+00:00,0,13,0,168,0,34,96,0,3
2019-10-23 07:00:00+00:00,0,11,0,2278,0,44,1173,0,7
2019-10-24 07:00:00+00:00,0,7,0,2964,0,24,1935,0,1
2019-10-25 07:00:00+00:00,0,10,0,1461,0,39,1212,0,0
2019-10-26 07:00:00+00:00,0,7,0,226,0,15,177,0,0
2019-10-27 07:00:00+00:00,0,8,0,2262,0,23,1096,0,0
2019-10-28 07:00:00+00:00,0,9,0,2954,0,31,1124,0,1
2019-10-29 07:00:00+00:00,0,8,0,2117,0,33,992,0,2
2019-10-30 07:00:00+00:00,0,5,0,2626,0,26,1569,0,2
2019-10-31 07:00:00+00:00,0,4,0,1017,0,47,543,0,6
2019-11-01 07:00:00+00:00,0,4,0,916,0,13,576,0,3
